Tweet,Label
So kiss me and smile for me 😊💗 http://t.co/VsRs8KUmOP,1
@not_friends haha you weirdo go to sleep,1
7 Twisted Short Stories in #SciFi a great deal  at #kindle #UK  https://t.co/uwXd6OiS5Q,1
"RT @Robadelic_21: Happy bday rachet, have a good one..😁😁 @Nesaa11_",1
I'm so done with my family,0
@_luhanndeer you're welcome ^^,1
WYG on my mobile- i just found the WYG App! It's a great and awesome App.You can download it from stores. http://t.co/pvN6Nr7Kmi,1
@boohooforben That would be so cool! One day we'll meet &amp; it will be fabulous :*,1
@Lukc5SOS bc you're super awesome😉,1
"@MussartAhmadzeb @mughalbha 
There must be a way to trace it out!
All this technology &amp; advancement!

Difference apart; this is very bad!",0
@39szjm ¢unts,0
@thepugsmummy god so do I!,1
Life was not made to be simple it was made to make you stronger with the challenges you face.,1
@justinbieber  Happy Birthday to you Happy Birthday to you:D Happy Birthday Butsy. love you buddy LOVE YOUUUU :))),1
@giogar30 Hahaha! 😂😂😂😂😂! That's hilarious but so true!! Good one!!,1
All the sex on the beach,1
RT @Luke5SOS: I long for that feeling to not feel at all,0
A desperate sign just inside Burger King at Charing Cross reads 'Please Queue Here'. Please!,0
Last business sac completed✅✔️😰😰😰,1
"RT @chxlsev: i'm not ok, but it's ok.",0
It hurts.,0
@Jethy076 haha true that,1
"RT @BoronganAileen: sobrang dikit dapat :)

JOSHANE Bracelet One Of A Kind Stronger JOSHANE Dearest JOSHUAandJANE",1
"Im quick to read a inbox, dm, or txt &amp; don't respond!",0
Would totally go back into that dream though that shit was thrilling I shot the sniper in the face with my last bullet lol,1
"RT @Angelo_Mikha: Sad weekdays, sad weekends.

Try to be optimistic, but realistic.

Know we should win, lose yet again

#LifeAsANewcastleF…",1
LandAid - The Property Industry Charity. Making a real and lasting impact on disadvantaged young lives. http://t.co/KncR9fybEH,1
@sydney_olivares thanks xxxx,1
"RT @AGirlsLifeTwitt: I hate when people take my phone. Not because I have something to hide, but because it's not your damn phone. Its mine.",0
"RT @JohnNewmanMusic: Thankyous everyone, let the celebrations continue!! http://t.co/jL3nydqzCC",1
Fuuuck It 💁,0
One person followed me in the last day thanks to http://t.co/SBMbLgNuP4 app,1
"RT @peta: Baby elephants should be with their MOTHERS, NOT tied up &amp; beaten by “TRAINERS”!

RT if u agree! #NotOurs2Use http://t.co/mc98hJV…",0
fire sundayys lit!!! @ The Buzz NightClub http://t.co/qrzDKzv4v2,1
RT @ddlovato: TOTALLY would've worn that. RT @Captain_dinah: @ddlovato but I was gonna bring a sicky vicky outfit for yo :'(,0
Cute Rooms - http://t.co/LqtJalUDHw http://t.co/tJklhasX5Q,1
And I don't wanna miss a thing..,0
Just about to post up a video!! 💖,1
"@TheDrysdale as for how you treat your customers it's already clear you need to work on the skill of ""empathy"" #classlessclown",0
@dai_bok #ServiceDown saab parts Failure! Attempted 3 times. The operation has timed out,0
Appreciate what you have before it turns into what you had.,1
"""If everybody is thinking alike, then somebody isn't thinking.""

- Gen. George S. Patton -",0
"""@catherineltdiaz: “@blaine_cher: @catherineltdiaz cos you boutta cry 😂😭😘😘”omg I miss those shoes das why😭 no lie"" dont cry cat",1
"If Michael's red hair fades, it will turn orange...",0
Daily morning encouragement to start our days of right after prayer 🙏😘,1
#AhoraSuena Thelma Houston - Don't leave me this way #TodoMenosMiedo http://t.co/Z76IoL81Ac,0
"@vpoirier30 Lucky you, what day is it Victoria?",1
"@Scout_Willis a big age difference, but you see beauty runs in the family!",1
"Oshey analyst ""@jag_bros: That Synagogue building collapse looks exactly like a Perfect CONTROLLED DEMOLITION ....""",0
"Michael Clifford from🌞 @5SOS 
I know you get this alot but can you be my 2/4?🙈
I love u guys,#MTVEMA 5 Seconds of Summer💕
@Michael5SOS x965",1
"""@MadisonElleBeer: you're a princess and you deserve to be treated like one""",1
"The winner of our #FridayFreebie satchel is @portiamatty congratulations! Please DM name &amp; address, thanks for taking part",1
@Lovetwill__ ok sure lol,0
I L❤VE YOU 2...LOL...,1
@joeivalentine_ Those movies are great!,1
Rockin my mum's 30+ yearold jeans. Lol.  They fit!!!  #vintage #mine #therealisthandmedowns  jose2352 http://t.co/kw4Lo8Mk8h,1
Watching TV n chipped a tooth...where's @ashhebert when u need a good dentist!,0
"RT @ItsKayven: This shit crack me up, nigga high af. http://t.co/CpZy8kMgUt",0
@alternyaaphro im first. Hehe..,1
@deansfreak ;) If only we could lay our weary heads on certain shoulders ... http://t.co/qwMBw9le8T,1
I'm voting nooooooo,0
"PORDALAB
#SGPerfectlyImperfect  
#SGPerfectlyImperfect 
#SGPerfectlyImperfect 
#SGPerfectlyImperfect 

Tweet Retweet Qoute !!!",1
First Android One smartphones launch http://t.co/m2e4cQHHTt,1
@valizzzle goodnight Danky 😊😂,1
RT @UrsShruthi: Power continues to shake B and C centres,0
And that's a wrap! Congratulations Nathan and Stephy!!! #mylucky #lucky #7V #nathanlee #... http://t.co/YdunbPuPOi http://t.co/UtAVjWx0gI,1
@nzdodo Oh no!,0
"@kanyewest  dropped his show to yell at a fan for not standing during his show. 

That fan was in a wheelchair. Ugh. 
#KanyeWest #Dick",0
how can guys do double anal like you're literally getting your dick rubbed by another dick no thanks bud,0
"😩back to my busy life tomorrow 🙌🙏I'm grateful though. Work , work , work that's all 💜",1
"RT @Oddy4real: For those of u prayin d troops fail so u can insult GEJ as usual, wat u don't know is dat u will/may be exterminated by Boko…",0
RT @GGanzales: There is my gift for guys! #BlockB #BlockBInMoscow http://t.co/Xu8YgmVhJ4,1
"Skin shocks used at Mass. school draw FDA look: CANTON, Mass.     (AP) -- Some cut themselves. Others slam the... http://t.co/rY5wy2bzRu",0
"🌿💿🍃📎🌿💿🍃📎🌿
@Luke5SOS @Luke5SOS
luke hemmings from 5sos
just use your superpower
to make me and my fwed
@zouisftselly smile ilysm ◡̈

260",1
Holay Shitballs. It's Monday. And it's beautiful....󾌯󾌯󾌯󾮟󾮟󾮟❤️❤️❤️ — feeling happy,1
RT @_bedrockin: So when does everything start to go my way?,0
@yaritzi_xo jk biatch I got cought up eating 😝,0
"RT @restreitinho: the more i work with social media, the more i feel everyone in this industry should read the advertising classics",0
Its a beautiful thing “@Naycha_SA: The boi @smashis got some loyal fans ya'll.. Sheeeshh!!”,1
"RT @SuperSportTV: Rio Ferdinand on Moyes: ""Unintentionally, he created a negative vibe...He'd slowly lost us. I didn't enjoy playing under …",0
Civil War officer's heroism earns Medal of Honor http://t.co/8AaFJXUE1m,1
I'm sure I'll be here to go see that with D. I hopeeee,1
RT @ANDREASOPHlA: @ddlovato your concert is like a full on workout but its a fun workout,1
Ugly bitches that think they are bad crack me up,0
"RT @neiltyson: If your belief system is not founded in an objective reality, you should not be making decisions that affect other people.",0
sext: you try not to be trying to be with them all your time,0
"@billiamroy good mate cheers 🍻 lapping up the sun,walking on the beaches looking at the peaches,howaya #shroosebryherewecome",1
Bunch Of #Grapes #Tote #Bag http://t.co/kUNVSkqkhh,1
RT @DaSpriteBDirty_: my main focus is to get my shit together,0
One person followed me in the last day thanks to http://t.co/rEJL0C77Op app,1
Agh! Just 1 mark more and I could've gotten a Distinction! DX,1
(#Kuuky__frez) Egypt's Most Prominent Activist Released on Bail: Egypt's most prominent activis... http://t.co/MWlI5dmmxc (#Kuuky__frez),1
"RT @radicaldaily: Sep 15 1973 - Musician, singer, musical director Victor Jara killed after torture by Pinochets forces following coup in C…",0
Missing my family! http://t.co/RqRO8N7WOA,0
Reply to @yehmehfil @Reethiel @10hottkaran Wowowow..I want to Join..:D :P ♥♥ #HNYMusicLaunch,1
Blue Black is just. Ugh 😍😍,1
@act2baby @JoffreVs love raised by WOlves edge at his best,1
@flacahx3 nah fuck u,0
DON'T QUOTE ME WITHOUT SAYING ANYTHING MY GOSH #SBSPopAsiaTARA,0
@AlumniVertice @GamificationApp @NickZafo @JordanSMarder - Thank You for mentioning me! Have an Awesome Day! :),1
"RT @HarimauMalayaFc: If you're Ashamed to stand by your colours, you better seek for another FLAG.
-MOHKTAR DAHARI-",0
Diff work place . new people. Getting to know  them..gosh I hate change.,0
RT @SurrealFineArt: Honey for the eyes VIRILE MOMENT http://t.co/DC2tNLNzlQ http://t.co/AqukhIBUHl #love #red #orange #art #arts #beauty #f…,1
Uhp bright and early where ai at because gills about to get this work in......,1
Bang on! RT @BDUTT: If Kolkata restaurant denied Suzette Jordan entry for being the 'Park Street Rape Survivor'- it should lose its license,0
"Lmao ""@Kobby_Skywalker: I almost followed this girl till I saw SM4lyf somewhere in the bio 😣""",0
RT @cordellsimmons: I hate Derrick so I have signed off of #BB16. It's all about #BBAU now.,0
Best discussion I have seen thus far on #inequality: Between Zainab Badawi and @dannydorling on @BBCHARDtalk http://t.co/VSNu033RdJ,1
"""@AIanHangover: If bae doesn't stalk your tweets then bae is not bae.""",0
"HEARTBREAK SAGING

Heartbreak Girl- 5 Seconds of Summer
 #ReplaceASongTitleWithSAGING",0
@SamuelPEAN @McDawg hilarious! love the math about impact factor. #genius,1
School is gonna suck today.,0
@Sitabhuller @Carl_Froch NO! I AM 😁 XX,1
"@luke_brooks omg you make my smile so bright 

i love you can tour follow me plz? x11",1
At least I won't get that song out of my head... http://t.co/bFldMuCMJD,1
sore,0
It was a tough battle but the win is mine!!! #RealBoxingGame http://t.co/7RrOQiccGs http://t.co/jNDSVT27Yk,1
I have literally been in the worst form ever lately I hate this,0
Feels good to workout at this time,1
"RT @Lovelyvivii_98: @BatmanHaun i dont think i can, he's always gone. So now im all alone..",0
RT @MHReform: Great atmosphere in Trinity today for Freshers Week! We're in front square with #MentalHealthLifeSaver petition http://t.co/q…,1
"@parcelforce done, thanks",1
@krungyg Thanks noona :) nice to meet you,1
@highjakey well that's just sad 💁,0
RT @ddlovato: But... I wanna be a banana. 😳🍌,0
We hope you all had a nice weekend and are ready for a new week with loads of great opportunities :-) We thought... http://t.co/tzD65xWWn8,1
RT @ProudHottests: [Allkpop] Nichkhun reveals he hasn't been able to see Tiffany much because they're both busy http://t.co/FFM2F3z9wx http…,0
@TravMarchant what room?!?!?!,0
We haven't had rain in agesssssss,0
"My brother got mad cause iThought KevinGates was Young Buck.... Hell, they sound alike!
The f'k!?",0
@aye_selino ingat kayo! We'll miss you! 😭,0
@brittanydunn03 thank you Brittany😘,1
RT @timelesspayne: WHAT HAPPENED TO YOUR ARM BBY http://t.co/lmPW1MavQu,0
I got the worst headache rn 😩,0
life - sometimes you really are too good to me. http://t.co/rvGzncdDRQ,1
Ghosts Was Lucky: http://t.co/b8zL1xM4s6 via @YouTube,1
Pick my new car up Wednesday :D,1
Pass the sick bag not the pop corn:  US verdict on DWP's privatised sick note service http://t.co/OcONQmftNm via @JayneLinney,0
The only thing good about school is the weekends,0
"For you, Pa! We love you! Happy birthday! http://t.co/t8UpDb8VQ1",1
WTF??? since when do you pay for a company uniform??? it's not your own casual clothes its a company uniform!!!!!!,0
"RT @chrissumpter80: #Scunthorpe chairman Peter Swann: ""If this is a blip, prove it!"" Full statement here: http://t.co/7PFkKmkmnz",0
“@TrevorMoran: SOMEONE GAVE ME A HEDGEHOG HAT FOR MAX AT MY MEET N GREET AW LOOK http://t.co/ImbQPXEmp9” I WANT ONE 😍❤️😭,1
RT @juamitiongson: Congrats @kieferravena for winning this year's MVP! #calledit,1
"Today is supposed to be your 60th birthday, pa☹",0
it's freezing wtf,0
Ok i dont want to wake up,0
Link of the day! Most popular link among people I follow is http://t.co/J7gr5MLMUz by @cnnbrk,1
"RT @nobuboa: BoA in Nagoya ZIP-FM""LACHIC CENTURY SESSION"" :D http://t.co/cFRAwNXQBY",1
"RT @BleacherReport: VIDEO: Team USA wins gold, hits the Shmoney Dance on the podium http://t.co/sjqLac2tvo http://t.co/lM4PTLqSGy",1
"RT @iloveJaneyO: ""@yhanimeee: ""@itsCookieBear: Jane :))) http://t.co/tsfjBt7WZr"" Awww. Ang cute!! Jane's true friends.""",1
The U.S. Department of State warns U.S. citizens of the risks of travel to Eritrea. - DireTube http://t.co/EZ4HRo0A6U,0
Euro zone trade surplus rises in July on growing exports: BRUSSELS - The euro zone's trade surplus rose year-o... http://t.co/hDHOwws7hA,1
"RT @Creflo_Dollar: Spirit lead me, where my trust is without boarders! Let me walk upon the waters wherever you would call me! #Grace",1
First time watching MOTD this season and im just now realising how shit newcastle are,0
Wake iUP TO SHIRTLEssNI ALL PICTURES WITH HIS SUNGLASSES AND CHES T ! HAIR!!!,1
"Good Morning, Monday. I hate you so much. http://t.co/kGQflKewbk",0
@shannonandjacia @Caspar_Lee this is so sweet 😅,1
RT @BStBrussels: Social imbalance is increasing. Results of first EU-wide Social Justice Report http://t.co/FSUmDNXqpn #SIMonitor (jn) http…,0
"Time to flee Dinas again, permanently moving into house in Cardiff today! #unilife #finalyear",1
RT @ofarevolution: What a show - #mixfest more like best fest. Great to be with so many great people. @christinaperri @Phillips @jason_mraz…,1
Didn't put gel in my hair didn't have time to 😒😤,0
"I'm sick, yet again 😪",0
Sounds yummy! Sweet On You day is on 27 Sept 12-3 @GeraldMooreGall  #Eltham . Deatils http://t.co/XX73Y7q56M http://t.co/YT62e66G8V,1
"RT @DrJulieHyde: Owned, have students own their own work, more movitated , brings empowerment, tangible outcomes, this brings pride @SamLP",1
There is NO WAY any one! Any player in this case can man mark Alexis Sanchez!!!,1
RT @Louis_Tomlinson: Absolutely cannot wait for you guys to hear Steal My Girl on 29th September!,1
I had a good Bono-free run,1
@annadailisan @bumblebella the honor of talking to me through social networking is more than enough payment,1
RT @NoiseyMusic: A bullshitters guide to freshers week: http://t.co/cHMsGON0Eq http://t.co/Hrdu3cBikg,0
"RT @albertocontador: Gracias a tod@s,esta victoria es vuestra!  Thanks to all,this victory is yours! http://t.co/vLz6pODZuy",1
Proud to be part of the team that launched #AndroidOne In India! @MaxusIndia @MaxusGlobal  #Leanintochange,1
"#shoutout to @KendallPosts, thanx for following me, ya tha best :)",1
"""Hearts in Atlantis"" (2001) is a pleasant movie (C) #DallasCritic &lt;nbxviu&gt;",1
Excited to be playing @StorymojaFest this Friday.  http://t.co/9gejbzUXzs #GigSeason,1
RT @simamaung: Quattrick!! FERDINAND ALFRED SINAGA!! Mamprang!!! #AsianGames2014,0
"@Spruce20  This is so me,hahahahaha xxxx http://t.co/yO6kyYB1wA",1
fav week of the school year 😍,1
I'm having weird chest pains.,0
"#NoToSofitelDay65 #BoycottSofitelPHDay65 DON'T USE SOFITEL, if you believe in Kuya Daniel Razon   http://t.co/vcUxhNR5K4 .",0
Two ancient skeletons found holding hands in medieval chapel http://t.co/g8CQwYaSGI #History #Discovery #Archaeology,1
@shahidh92775672 if I choose to become a politician following my parents it's dynastic? Just because that's what I have learnt from day 1?,0
"RT @dailyasafacts: #Merlin #asabutterfield 

when I first found - and fell in love with - @asabfb we've been married ever since 💕💕💕💕💕 http:…",1
RT @Soc_Imagination: Jamie Peck – ‘Explaining (with) Neoliberalism’ http://t.co/jKc6Fo15Nb,0
RT @arianasback: i don't have any pets to tweet pictures of them with the holy bible in the picture with them to ariana 😭,0
RT #ABAGMember @theassociated: Thanks Jewish Baltimore for answering your phones this afternoon. We just hit the $1 million mark!,1
Omgggg what's happeninggg,0
It's to fucking cold to be standing at somebody's bus stop 😒 my mom gotta hurry up and get her car 💯,0
Absolutely perfected poached eggs 👌🍳,1
But mom stop asking if I like leap years or not at 6 in the morning and expecting an intellectual answer,0
@calberrho thanks my friend! Always great to see you...,1
"@SamChampion Holy Chilly Outside, Batman!  Thinking Mother Nature has dementia and forgot that it's still summer! 😳 http://t.co/YoyBOoP8Gs",0
RT @themellosmooth: Being an adult sucks.,0
@PerfectBlondes @Roxiexxxxxxx perfect tits too,1
RT @Griseldalanco: Y'all couldn't wait to bring out y'all fat ass crombie coats😭😂😴,0
street art at melbourne😊 http://t.co/sGBXTo4c3f,1
I ain't tweet that shit fa nothing,0
@athirahamanii you looks fine but inside ? Hurts right ? I know . Dont lie to me . Citer jerr..,0
ClassDojo has made my classroom so positive! Ss love it + Ps so engaged! Try it out! http://t.co/EaEXH4EqFQ #ClassDojoLove,1
Im Here :) http://t.co/7uJ3a6oAwi,1
I see those brown eyes every time close mine. #imisseverythingaboutyou,1
@YBartolovic I’d argue that ISOS/ISIL are the murderers. The soldiers are vigilantes at worst but probably not even that.,0
5 am start for an early morning workout. #dying 💪🏃,0
Tired as tf 😓,0
How can you be motivated? — only by my mom http://t.co/aolJtmN6FA,1
"Reply to @bfickling11 From OKcupid: ""women rate an incredible 80% of guys as worse-looking than medium. Very harsh."" http://t.co/fAUuqOb6A4",0
RT @AlexTherese_: So much fun at @OfficialNWFF @chicnetworking @Lauren_CHICPR another AMAZING event 💖😘,1
"@LeChatChauve AHAHAHA!!! (Have fun, dear.)",1
"Having a female as a best friend is like having
a chicken as a pet....You will eventually eat it
someday!..lol",1
"@maestroDgarcia So glad to hear that, David! I love having you join us in the morning. #BFC530",1
RT @kikinsaad: missing someone is hurt when you can't do anything to endure your feeling. it's unbearable and you feel like an idiot for th…,0
@Jack_Atttack at least I get to go home and get my boots now. Except I can't wear pants #pregoprobs,1
I love my Bros,1
"RT @iampunit10: WOW! Just the logo created so much of buzz, wonder what a buzz the @KBFCOfficial team will create when they take the field.…",1
"RT @FitGirIToday ""Work Hard, Stay Humble.""",1
"@1013KDWB @TargetCenterMN @edsheeran #KDWBmeetEd this is the 1st time i could see ed!i love him and his music SO much💖please pick me!
x94",1
Ouch! These hyper-realistic tattoos will shock you - #9 is just plain crazy! http://t.co/wRgkWVXoxk,0
@lovebreadandco any chance of one of your marshmallow tea cakes on my birthday in late September? I can stick a candle in it!,1
I hate everyone on my bus. Holy shit these kids make me homicidal,0
"Meet The 'We Got Married' Couple, Park So Eun &amp; Song Jae Rim http://t.co/YI48mfHQLY",1
RT @lilduval: I never said I didn't like jhene aiko music. I Just don't see her in a sexual way. Gotta explain shit for u lames,0
"@IamSkinnyMalone 

💥NEEEEWW MUSIC💥

MAD J - #NoPRESSURE 
(Prod By @N2theA)

Official Audio - https://t.co/G7Fo97dcdo

#Afrobeats 🔥🔥💯📢📢",1
I lost 1 follower recently and i know who that is thanks to http://t.co/1S0z6i5G0j app,0
10 mo' mins until its time to punch that 🕕 ughhhh 😩😩😪 #earlyshift,0
"RT @sgbjcrew: OMG LOVE THIS GIF OT4! 😍😍😍 RT""@privateblue21: Omg these dorks!!!! XD http://t.co/3EDvmUkdPF""",1
Don't test my patience. I'm the last person you wanna mess with.,0
Every time I attempt to do my homework I get distracted and forget about it💤,0
@WawaNajwaa yesss miss zaman,1
RT @coble_zack: School would be 10 times better if it started at 10.,0
RT @RabbitTheKing: Kindly STOP spreadin wrong news. @W_angechi is still in hospital and not dead as most r sayin. kindly retweet for clarit…,0
you the one i need 💖💞 ♫ Love On Top by @beyonce — https://t.co/vl5xzcVKFa,1
@RachTeaBiscuit_ You've already made friends which is the hard part really and plus you'll have friendly faces (ME WOO) around campus too!,1
"no matter what you do or say and your family, I will always love you.",1
@EmmaKatt1 oh no! 🙀 is she up to nortiness?!?,0
Finally wearing jackets,1
Ready for this one #Ubud? Chocolate #froyo with all the toppings! http://t.co/5JmfM5kGdE,1
I rarely visit chain bookstores.Their religion and spirituality sections have too many smiling celebrity preachers + pop justice books.,0
Just completed a 0.08 mi walk with @RunKeeper. Check it out! http://t.co/uxAJi0xe9x #RunKeeper,1
RT @AndreaLove39NTP: Ive had a great time with Aubri in my room this weekend...im so ready to take her home...:),1
@katedefiesta_ ahh okay☺️thanks💋,1
@claytonbrooks @oaksworship we second that! Congrats. Always love what you guys bring,1
RT @_TrillSean: Please let this week fly by 😩,0
RT @kapsology: @narendramodi seriously need to change his script writer. http://t.co/DgyIfW1Oz1,0
@introskeptive Ugh fuckers.,0
Nothing like a good ole friendly wave from the man in the creepy molester van.  #HappyMonday,0
@iamannaceline fback? :),1
@mite72 @Patriotic_Me @ShareThis  Jut found a pic that is absolute truth!!!,1
RT @seesomethingau: #Barcelona from above! What an amazing city! #Travel #TTOT http://t.co/o2zVyF8oSl,1
These hose aint loyal 🎶,0
Addicted to autocross http://t.co/8sPYdFRbNP,0
LETS GET IT. first stats exam today.,1
"Only reason im going to school , cause Bae there 😂",1
RT @CAllwright: Stunning Frankfurt rights guide in. Well done team! http://t.co/mOnb2w2mkv,1
My legs are dead from jumping last night #pitprobs #concertprobs,0
"Daniele Watts, 'Django Unchained' actress allegedly mistaken for prostitute ... - New York Daily News http://t.co/HPlb1pbfBM",0
I Can't Sign My Own Transfer Papers?  👀 😂,0
@ewwnosmh @idgafrz but that character syafiq and thomas paling comel kan like i ship diorg so hard 💕,1
@xsmully yeah but its ignorant and stupid to make vastly sweeping statements thatvare for the best part untrue,0
RT @Nashgrier: Get to see my Mom &amp; Skylynn for the first time in 3 months 😁,1
RT @DaRealDarry: Thank You God For Waking Me Up This Morning.☀🙏😄🙌👏,1
Mr.  Tirso cruz III and @zjanjaranilla  reunited #hawakkamay #HKPatawad 😍😍😍😍,1
RT @YGwinnerPH: with their sunbae's consent :D http://t.co/4WmrHXv5iq,1
"RT @caballoviejo83: ""@gaypicturesblog: Beard ! Uffff #gaypictures http://t.co/iau9I6GMOM"" bellooo!!!",0
"💕🎶💕🎶💕🎶

Darren The Iconic Teen Prince 

x72",1
"RT @NOMOLOS_IRAME: ""@iEatLightSkins_: I just gotta accept the fact that things aren't gona be the same anymore""",0
I'd like to cure your Glossophobia! #abnwishingtree #sponsorship #aberdeen #business http://t.co/rw5JOpbNYm,1
I appreciate those who appreciate me! #blessed,1
@JackyMax4 your hair is so soft,1
RT @TFBible_: So true! http://t.co/iXdsM2xn1n,0
"@NoahsBlueRose You're welcome, thanks for your follow!",1
@melissarose_89 the worlds supply of mothballs wouldn't help with this http://t.co/GiQEHK6ZsR,0
"Happy Birthday, Agatha Christie! We're celebrating with 1/2 price SALE on Murder on the Orient Express Boomerang! &gt;&gt; http://t.co/KbixqrquDN",1
"Today's soups are White Cheddar Poblano or Chili! Our  favorite is mixing them together, so come in and grab a cup or bowl!",1
RT @jakemiller: IPHONE 6 PLUS OFFICIALLY ORDERED ✔️,1
Happy Birthday @CeceNoStockings. You're beautiful. God bless you and that lovely daughter of yours and i wish you nothing but happiness.,1
I had a feeling this cow would come in today so I movie the chair downstairs,0
@158817i youus welcomee my girl! 💞👌,1
OMG THEY'RE AREN'T A MONOLITH.,0
@MercedesAMGF1 Welcome to the #BestTeam family Pascal!!! All The Best for the future...,1
"If your fingernails are painted but not your toes, get away.",0
"Money don't make yu real .,",0
God is always good.,1
Waves x Joey BADA$$,1
@Steph_Waring It's all about having the right people around you...,1
@1DWhereAbout He dances like a 3 year old :),1
I am broadcasting live at http://t.co/RiHtQ5dQgy come and check it out!,1
Invictus games 👍👍,1
Thailand deaths: Two British tourists killed in Koh Tao http://t.co/b51Eun7vr5 Via @Abujamedia_net,0
RT @lilduval: When you stunt on Instagram you know people gon be looking for that when they see you in person right? So what's the point?,0
RT @TheMattEspinosa: I don't understand our conversations sometimes @jackgilinsky http://t.co/BQ23q3EFRo,0
"Even after all that time well it clicked just like before, maybe a little more ♥",1
"Why the hell is it raining a lot? We live in Brownsville, Texas not Seattle, Washington.",0
"RT @NiallOfficial: The one and only @ItsJamieScott 's new album is available for pre order, it's amazing ! http://t.co/SDa42dThbw #myhurric…",1
Personally warning anyone who has to see me today. I look like shit ✌️,0
"HEY LISTEN!
It's not so happy but still
Happy 15th? =)",1
@chickmcgee1 You have me laughing my ass off today...I love you Chickster! #lovethelist,1
yeah go on blame the fans for all of the dramas im so done with this shits,0
busy week ahead! @nickwaterhouse @TurquoiseJeep @theblackkeys @Timber_Timbre @Architectsuk @djfood info: http://t.co/B6befdaZrN #ottawa,1
blessed to say/ I smoke pretty much every day/ fuck bitches get money in every way💯,0
The sexiest bassist there is or will ever be  #NationalCalumHoodDay http://t.co/uM58QrujpN,1
RT @calumcigdr: no okay,0
Gym got a nigga wishing they was 1 again 🔫😩 http://t.co/mBWcoxmKKM,0
I needed that 9 hours of sleep,0
Thanks to all for #EcomChat this week. We'll be sending emails later to let you know of any tweets you abandoned.,1
“@__PrettyGirrl: never trust a nigga 🙅”,0
RT @VirginiaZoo: It's a girl! #Bongo Juni gave birth to a calf yesterday. Both mom and baby are doing great.  http://t.co/Tbxsy7gYD4,1
", they fail in this school because nobody is pushing them unless they play sports. There's barely any consequences for you not doin right",0
RT @Ana_Jazmin_: Should of stayed home smh,0
